Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,class
-1.1600915586992904,-0.35901448136054925,0.672250284829725,-0.29839348502577967,-0.9403415866176221,0.9734443611860176,1.1523157308944647,1.2684376678062257,1.666693712917949,-0.7970185915553891,0
-1.0653369817215785,0.9499710856458392,0.7759822545536937,-0.4362140237756812,0.6424336236562799,-0.8082530275278023,1.060198614503818,-0.05595927638358554,0.21393689084490577,-2.4298493303207334,0
0.8601804507738441,-0.1009325212394173,-1.3221372441585262,1.063376236789763,-0.41155160967366694,-1.806852082681261,-0.8648112556487649,-1.3030681510465354,-0.2964645565989379,-0.6221497560589134,1
-0.8949691828141189,0.5684664298950824,1.9614939967388343,-1.7053877217516882,-0.31960188001255707,0.3060741942866827,0.9071822511935268,0.20381800287004453,-0.28520321043532126,-1.200104417829062,0
-0.7034993435621304,3.0917854889898115,0.6691674221077393,-0.448310213992715,0.826840013968432,0.7745136258271361,0.702084616817786,-2.4269469200123304,-0.5966317094141741,0.9451763273461204,0
1.2141548603845187,-0.8627553723073694,-2.114959242574996,1.7552853094954572,0.8065730307287188,-0.9701585074042531,-1.2238309536836998,-0.09459602353201738,-0.7008491247644912,-0.08873134072925447,1
0.9239949645883774,0.818391243636323,-1.3329088710836703,1.0529958079124138,2.3649977005199436,0.29988699403019375,-0.9278672454250639,-0.28199637181507115,1.89599443981498,0.5855752073488163,1
0.7435642323709437,0.21565051735984597,0.289919429829232,-0.5456852418572162,-2.0120502888454137,-1.6381293644895514,-0.7294824256667638,-1.0256239813000656,-0.20354102902267518,-0.7513433487292411,0
0.5863214666002817,1.2220785842639532,-0.7746599055628441,0.5954479094861875,0.22248536464203708,-1.1203580662881805,-0.5878807268727002,-1.8392430062938376,-0.6340185987276421,-0.2761075502414374,1
0.5765544253392617,0.6179705039229076,-0.14091988415806497,-0.0492093741349694,-1.515704642717718,-0.7003840621100801,-0.5702515890777482,1.2437833165191652,1.242369940991567,-0.7087005799366803,0
1.0133525930166454,-2.6168962509659535,0.6054882820920079,-0.9587649823168355,-0.2139261814274611,-0.38304856288856953,-0.991506109703802,-0.11640141062205309,1.9076955567670437,0.7205935147521868,0
-0.033792402348132855,-0.8923230587705777,-1.2966303946340485,1.3369949409552888,-0.153516989776424,-1.0894049475593246,0.016952803973124514,0.005173081683401601,0.16903769745437022,2.105400820143952,1
0.39115135479769636,0.4124226720270686,-1.313963532195983,1.2122574729352444,0.35485339353092504,-2.3064037726985163,-0.40225333122325896,-0.5315196561979791,1.1791551912573803,-2.64731942848548,1
0.8893121105586038,-0.6325094808636412,-1.5586943116614103,1.295464476541707,-0.1624869418357718,0.18257912775780605,-0.8965203781105272,0.2832055179275542,-1.1460563817418516,1.1258080702055502,1
-0.88962448254961,-1.3140132134365239,1.8441088317081658,-1.5871656714508513,0.37926362828838717,-0.5696228880876434,0.9004308438399783,0.4389801289737129,1.179462789343118,1.228084526978065,0
-0.7344656206681547,-0.6266713670608951,1.584156777596475,-1.3734080918626521,1.186824263051306,0.08390117013593279,0.7441657423341428,-0.664483852363133,0.19428600330917917,1.0525826810230983,0
-1.503665068333764,-1.1424438576300138,-0.7847837010485303,1.3064484868089046,1.4512435519779683,0.13304964111756556,1.4726828704588775,-0.14721898216252846,-0.7715207312351625,-0.3075260955753625,1
1.1486131627309082,0.34451026692632297,0.20874151285008366,-0.5984786600640765,0.18785953172933859,-0.34738005529329685,-1.1298784402320834,0.16949351865637236,0.29888899295686966,0.038095821940594715,0
